"Row","Column","Timepoint","gH2AX.positive...Number.of.Objects","gH2AX.positive...Intensity.gH2AX.Mean...Mean.per.Well","gH2AX.positive...Intensity.gH2AX.Contrast...Mean.per.Well","Nuclei.Selected...Number.of.Objects","Nuclei.Selected...Nucleus.Area..µm.....Mean.per.Well","Nuclei.Selected...Nucleus.Roundness...Mean.per.Well","Nuclei.Selected...Nucleus.Ratio.Width.to.Length...Mean.per.Well","Nuclei.Selected...Intensity.Nuclei.Mean...Mean.per.Well","Nuclei.Selected...Intensity.gH2AX.Mean...Mean.per.Well","Nuclei.Selected...Intensity.gH2AX.Contrast...Mean.per.Well","Nuclei.Selected...gH2AX.positive...Mean.per.Well","Centrosomes...Number.of.Objects","Centrosomes...Relative.Spot.Intensity...Mean.per.Well","Centrosomes...Spot.Contrast...Mean.per.Well","Centrosomes...Spot.Area..µm.....Mean.per.Well","Centrosomes...Spot.Roundness...Mean.per.Well","Centrosomes...Spot.Ratio.Width.to.Length...Mean.per.Well","Number.of.Analyzed.Fields","Time..s.","Compound","Concentration","Cell.Type","Cell.Count","X","Plate"
1,10,0,2,921.237086904,0.587630900127,405,168.134774144,0.806927637896,0.635418974638,9425.10772147,157.229846557,0.00387685745377,0.00493827160494,544,0.426730129796,0.65717687478,2.83962237571,0.933511378596,0.816548094354,5,0,"Stain4",NA,"OV-3133(2)",20000,NA,"Plate14"
1,11,0,5,277.930999615,0.245100505803,450,154.440303778,0.810177027844,0.629445874871,9223.00130911,155.59032828,0.00684967662188,0.0111111111111,605,0.44227087034,0.662781467137,2.89285503322,0.940142520001,0.839684252665,5,0,"Stain4",NA,"OV-3133(2)",20000,NA,"Plate14"
1,12,0,21,287.984632172,0.222612018204,439,157.507356509,0.786930659074,0.602965246956,8811.3627695,162.63901268,0.0149749796859,0.0478359908884,572,0.443851155222,0.660457059906,2.89448512058,0.942976878684,0.842515932519,5,0,"Stain4",NA,"OV-3133(2)",20000,NA,"Plate14"
2,10,0,0,NA,NA,152,312.236149075,0.8057149952,0.574181954456,6373.69289616,151.329205205,0.00925935824225,0,203,0.383486841458,0.634993088344,2.83450317881,0.926214752421,0.805436952012,5,0,"Stain4",NA,"OV-866(2)",3000,NA,"Plate14"
2,11,0,0,NA,NA,70,246.796581448,0.806968874967,0.552127644736,7495.07952084,152.611663036,0.0129506948672,0,78,0.357398890685,0.611294146549,2.81277690204,0.920172250468,0.793156394353,5,0,"Stain4",NA,"OV-866(2)",3000,NA,"Plate14"
2,12,0,0,NA,NA,88,332.260805796,0.831628277795,0.571958492372,7275.77347277,151.676331549,0.0108365298138,0,112,0.398925913032,0.640394013719,2.87003700326,0.934449861461,0.818694405209,5,0,"Stain4",NA,"OV-866(2)",3000,NA,"Plate14"
3,10,0,16,907.871699338,0.343953926464,375,153.455566836,0.88232836215,0.658468655474,10986.513095,187.63334835,0.0138538012934,0.0426666666667,572,0.401197424808,0.674044747591,2.78099055607,0.935235639972,0.79627311675,5,0,"Stain4",NA,"OV-90(MesMasson)",5000,NA,"Plate14"
3,11,0,8,516.436101131,0.383966279454,272,136.468489701,0.841291061532,0.63314746899,9590.77403054,166.588557616,0.0184384039597,0.0294117647059,393,0.426174116813,0.681636575043,2.83745490397,0.942083773487,0.817810945006,5,0,"Stain4",NA,"OV-90(MesMasson)",5000,NA,"Plate14"
3,12,0,1,224.272102748,0.217779553447,92,153.763751306,0.863748644293,0.615394250071,11427.6906256,154.851125488,0.015203166664,0.0108695652174,166,0.423995021857,0.687180231738,2.81426801269,0.941348707637,0.807590565091,5,0,"Stain4",NA,"OV-90(MesMasson)",5000,NA,"Plate14"
4,10,0,23,376.010043813,0.312081686162,301,193.350172109,0.907382056923,0.667266102512,11042.3917149,175.490358021,0.0401062614619,0.0764119601329,436,0.401600824707,0.658984757109,2.86593580496,0.941027443804,0.825941147448,5,0,"Stain4",NA,"TOV-1369M",10000,NA,"Plate14"
4,11,0,14,231.386351381,0.206345884389,287,201.122447456,0.905032431402,0.664960059793,10043.1995042,162.701136227,0.0376710899598,0.0487804878049,440,0.388065230867,0.655408889132,2.86120780616,0.935543691786,0.82017713639,5,0,"Stain4",NA,"TOV-1369M",10000,NA,"Plate14"
4,12,0,20,312.555202228,0.220474776211,353,182.809398822,0.908231477328,0.673486976465,11896.0438418,168.789497465,0.0385642158223,0.056657223796,515,0.41960182667,0.671114133037,2.90086324355,0.940563414117,0.835379653885,5,0,"Stain4",NA,"TOV-1369M",10000,NA,"Plate14"
5,10,0,10,378.493928029,0.380362584477,517,136.457829056,0.846471163902,0.637263631538,9584.6168645,157.961921852,0.0111207902048,0.0193423597679,774,0.417324439093,0.662720371542,2.89220332578,0.942062163823,0.835491501572,5,0,"Stain4",NA,"OV-4485",20000,NA,"Plate14"
5,11,0,15,573.193213695,0.420609011921,600,141.644319085,0.841694250257,0.644015477855,8811.65044469,163.377503653,0.0132899363668,0.025,781,0.40940801517,0.655609032511,2.85726271548,0.937973980568,0.823059821147,5,0,"Stain4",NA,"OV-4485",20000,NA,"Plate14"
5,12,0,14,359.758771661,0.271743190757,546,147.759477407,0.851608001875,0.63856737823,9002.25366755,158.92066904,0.0137839374299,0.025641025641,798,0.411413417778,0.656036498432,2.86285702012,0.938841889175,0.825909162984,5,0,"Stain4",NA,"OV-4485",20000,NA,"Plate14"
6,10,0,0,NA,NA,117,237.281599244,0.815037748129,0.606288400494,13287.6670612,153.679377565,0.00727194802599,0,154,0.397937640434,0.663468337921,2.93145425882,0.945251875578,0.838052224789,5,0,"Stain4",NA,"PEA2",5000,NA,"Plate15"
6,11,0,0,NA,NA,318,203.708613313,0.8072498128,0.612284429874,13110.5753555,154.085626,0.00992333739568,0,342,0.397275063232,0.645083479739,2.91099884481,0.947127015742,0.841978983311,5,0,"Stain4",NA,"PEA2",5000,NA,"Plate15"
6,12,0,3,210.548090178,0.174282574915,169,251.707411995,0.799871412299,0.613655038261,12704.8360032,155.751558084,0.0157780227873,0.0177514792899,174,0.39214066398,0.644118830198,2.90160494756,0.944568037315,0.833623999394,5,0,"Stain4",NA,"PEA2",5000,NA,"Plate15"
7,10,0,9,302.685442637,0.288261980913,340,180.017223009,0.880588025699,0.673180894648,9138.95197382,159.870070779,0.0156151167581,0.0264705882353,389,0.353439901026,0.607220341503,2.75691760134,0.918264477236,0.777757592996,5,0,"Stain4",NA,"PEO23",15000,NA,"Plate15"
7,11,0,11,481.869770657,0.281729146437,398,174.49158234,0.924432123919,0.700483932008,8764.7420523,164.361996374,0.0143885178537,0.0276381909548,469,0.356750076066,0.601258100822,2.80341362772,0.92507647107,0.79912468324,5,0,"Stain4",NA,"PEO23",15000,NA,"Plate15"
7,12,0,13,377.793489169,0.29423662229,352,181.274031008,0.882727518688,0.667981071939,9757.40189274,164.123991468,0.0183806552525,0.0369318181818,419,0.365474183563,0.611672914631,2.78934842799,0.926285274553,0.789363840878,5,0,"Stain4",NA,"PEO23",15000,NA,"Plate15"
1,10,0,4,307.55871825,0.26920243733,617,150.954205159,0.909470934633,0.638001821199,8063.7248501,153.274581172,0.00850320959281,0.0064829821718,767,0.463683882544,0.676515328692,2.97106973026,0.950091207506,0.871193171397,5,0,"Stain4",NA,"FT194",5000,NA,"Plate16"
1,11,0,6,633.225623332,0.348278107148,615,159.099306536,0.90730363099,0.623749982256,7532.63346616,156.509669606,0.00791392676256,0.00975609756098,728,0.454823271795,0.665271967444,2.97874531156,0.94873693989,0.870006980921,5,0,"Stain4",NA,"FT194",5000,NA,"Plate16"
1,12,0,8,665.09954304,0.454046522721,537,159.545592945,0.899034534923,0.618531558177,7518.52120368,159.60133194,0.0130137165647,0.0148975791434,710,0.456075249448,0.671793223085,2.96783485313,0.946502336776,0.866076614473,5,0,"Stain4",NA,"FT194",5000,NA,"Plate16"
2,10,0,5,473.866886842,0.380998356492,185,221.320464961,0.900914698697,0.620956881394,8549.04902408,165.492410486,0.0307943323666,0.027027027027,261,0.413790907438,0.641433609252,2.81080769894,0.929192889812,0.805112156915,5,0,"Stain4",NA,"FT246",5000,NA,"Plate16"
2,11,0,3,344.492995787,0.29625753473,156,212.360502173,0.909258266993,0.612939400501,9444.40494487,160.16290647,0.0253319457613,0.0192307692308,199,0.432552658334,0.653618488651,2.8639014717,0.93798650145,0.83230153369,5,0,"Stain4",NA,"FT246",5000,NA,"Plate16"
2,12,0,5,655.57129417,0.415532774905,139,218.957824063,0.893816564768,0.611435334134,9283.51327582,173.290164218,0.024518573554,0.0359712230216,195,0.418179934361,0.646714096473,2.8552565892,0.929257521574,0.814937534786,5,0,"Stain4",NA,"FT246",5000,NA,"Plate16"
3,10,0,6,305.571169363,0.239170162192,141,153.94734447,0.828406545802,0.521894487473,8825.47027425,158.129200742,0.00472804616337,0.0425531914894,178,0.480671508444,0.690310077519,2.93263450733,0.942633203126,0.858270966273,5,0,"Stain4",NA,"IOSE4",20000,NA,"Plate16"
3,11,0,13,411.895504355,0.300168200309,140,118.949220306,0.772692509938,0.51171408517,8395.2748461,180.001648472,0.0213891221568,0.0928571428571,167,0.492338778019,0.687430526924,2.9800085409,0.952799396879,0.879690390362,5,0,"Stain4",NA,"IOSE4",20000,NA,"Plate16"
3,12,0,8,458.839857284,0.418122784461,198,165.605976692,0.822470009736,0.526707093902,8891.7669832,163.809107603,0.0160341355152,0.040404040404,281,0.459995620957,0.676799858251,2.8915087613,0.935831516808,0.833461809448,5,0,"Stain4",NA,"IOSE4",20000,NA,"Plate16"
1,10,0,5,348.129701498,0.25145966539,137,118.636771221,0.866412007219,0.642086195719,13710.8968099,162.798793264,0.0199799052111,0.036496350365,182,0.418245328559,0.647898924751,2.89975102516,0.948891878571,0.840820391735,5,0,"Stain4",NA,"OV-1946",5000,NA,"Plate17"
1,11,0,8,469.630548991,0.392563023174,176,121.512528335,0.806199243521,0.595479074004,15145.7925415,170.892591704,0.025814824725,0.0454545454545,220,0.425844099033,0.648842872001,2.94549480187,0.947604940214,0.857360635283,5,0,"Stain4",NA,"OV-1946",5000,NA,"Plate17"
1,12,0,3,726.264085358,0.365947463264,115,115.996081135,0.870253089326,0.650925645925,15606.7272063,169.846674592,0.016305788354,0.0260869565217,126,0.42561025129,0.64987184174,2.89051916812,0.951067860325,0.84789092134,5,0,"Stain4",NA,"OV-1946",5000,NA,"Plate17"
2,10,0,95,242.583181437,0.191615296953,621,97.2724877443,0.82713190962,0.664866641199,12299.8950982,173.323023085,0.0490314940782,0.152979066023,810,0.402321188208,0.646452128137,2.7788264124,0.933724519882,0.799163377083,5,0,"Stain4",NA,"ES-2",4000,NA,"Plate18"
2,11,0,120,280.816804032,0.214212712223,661,93.6728843634,0.823487918218,0.675616148754,12794.5040866,182.072157526,0.0568675541523,0.18154311649,787,0.403050125988,0.647364631595,2.7971379136,0.934113881819,0.803797492,5,0,"Stain4",NA,"ES-2",4000,NA,"Plate18"
2,12,0,115,252.024941301,0.209992352489,955,92.7284506111,0.817297496044,0.670924964628,13388.205966,170.810430712,0.0441402117178,0.120418848168,1178,0.399767274367,0.637362678271,2.7799620426,0.932283771524,0.795956119866,5,0,"Stain4",NA,"ES-2",4000,NA,"Plate18"
3,10,0,71,301.989989998,0.266441151415,91,178.359736925,0.842814752223,0.628467698206,14298.8577662,272.980981807,0.218048913025,0.78021978022,80,0.361077651917,0.59007128075,2.76141603738,0.92618581081,0.783535695496,5,0,"Stain4",NA,"OV56N",10000,NA,"Plate18"
3,11,0,53,321.187902285,0.269424544766,66,187.225088057,0.803267511782,0.574184625136,14618.5809544,293.272674312,0.223819774664,0.80303030303,110,0.336994112966,0.577734332277,2.63321236684,0.916247155195,0.749756805015,5,0,"Stain4",NA,"OV56N",10000,NA,"Plate18"
3,12,0,40,357.283473272,0.318430139167,60,144.401414231,0.771842612848,0.500825886409,13750.4553879,296.0261334,0.225422690912,0.666666666667,81,0.344591406403,0.58643283558,2.72537996401,0.912736731377,0.764121473708,5,0,"Stain4",NA,"OV56N",10000,NA,"Plate18"
1,10,0,21,293.08753074,0.218053218547,554,118.447395821,0.817437393717,0.595346219306,11569.379683,161.69403471,0.0186530641399,0.0379061371841,575,0.463714053636,0.662327781226,2.96858032684,0.952196396011,0.877578692639,5,0,"Stain4",NA,"TOV-1946",15000,NA,"Plate19"
1,11,0,63,370.183496125,0.244584206161,664,122.525239404,0.813572205967,0.600105999043,11258.509973,177.221912274,0.0259353938209,0.0948795180723,679,0.454046502271,0.655010456353,2.95283570413,0.948567870661,0.866101155204,5,0,"Stain4",NA,"TOV-1946",15000,NA,"Plate19"
1,12,0,48,467.691101202,0.282327781196,576,135.23595577,0.847119479051,0.612452953294,10727.9879037,183.230072398,0.0259296931836,0.0833333333333,569,0.455982711769,0.660073470515,2.95025579598,0.948742857274,0.866362308388,5,0,"Stain4",NA,"TOV-1946",15000,NA,"Plate19"
3,10,0,1,201.945290859,0.150717337948,217,193.59739483,0.893437224297,0.651466822534,11158.5233247,153.076479176,0.00643475977748,0.00460829493088,269,0.383960109724,0.647284970065,2.82628153026,0.933986809308,0.807816763766,5,0,"Stain4",NA,"TOV-2835EP",15000,NA,"Plate19"
3,11,0,4,233.967646116,0.189359749504,349,195.531172434,0.891222599828,0.630542455886,10938.4583687,153.90293967,0.00820222818848,0.0114613180516,385,0.384282717893,0.638890580676,2.85516860897,0.934870257267,0.818110076303,5,0,"Stain4",NA,"TOV-2835EP",15000,NA,"Plate19"
3,12,0,6,391.123080484,0.24237643634,152,199.057422854,0.880426875384,0.6308925377,11020.7565425,165.384716433,0.00702078679499,0.0394736842105,235,0.414530189964,0.670338966842,2.88121423937,0.940722960593,0.830001249562,5,0,"Stain4",NA,"TOV-2835EP",15000,NA,"Plate19"
4,10,0,11,308.392819742,0.225859958817,450,202.505389818,0.925100810446,0.676062957965,11398.9230674,155.931337456,0.00455551377164,0.0244444444444,451,0.332315755332,0.52461479457,2.83795789263,0.933067733334,0.814106213672,5,0,"Stain4",NA,"TOV-3041G",15000,NA,"Plate19"
4,11,0,6,415.52386424,0.312614269355,296,203.879629412,0.935603264613,0.699297827728,11723.0739065,156.959869532,0.00362221055963,0.0202702702703,295,0.336982441958,0.530166494758,2.85710712969,0.933465535369,0.819515165507,5,0,"Stain4",NA,"TOV-3041G",15000,NA,"Plate19"
4,12,0,5,216.738171428,0.159731449101,367,196.337304241,0.927026441791,0.689350312672,10618.7487585,152.888763919,0.00445019910067,0.0136239782016,382,0.351757126461,0.541472611007,2.8573880616,0.939033676145,0.827378206069,5,0,"Stain4",NA,"TOV-3041G",15000,NA,"Plate19"
5,10,0,6,362.994485926,0.295252784942,318,126.126679437,0.758858913363,0.562191530353,13160.1445469,159.002882868,0.0116511209436,0.0188679245283,509,0.452598214542,0.674298300681,2.90428979478,0.946793979255,0.850127641588,5,0,"Stain4",NA,"TOV-3133G",15000,NA,"Plate19"
5,11,0,2,222.88243567,0.188968404536,344,147.907102339,0.771808385134,0.567384657487,12972.3942607,155.50575787,0.00420916260667,0.00581395348837,650,0.450853294805,0.666190487912,2.90768898018,0.94536639088,0.850832846724,5,0,"Stain4",NA,"TOV-3133G",15000,NA,"Plate19"
5,12,0,3,237.959282886,0.166577215642,318,145.829201469,0.733100028903,0.542002493936,10153.0570146,156.282979939,0.00877737576595,0.00943396226415,529,0.469296100232,0.678714790639,2.95118220094,0.951840676125,0.870471628931,5,0,"Stain4",NA,"TOV-3133G",15000,NA,"Plate19"
1,10,0,24,339.98081872,0.267817107344,473,168.21889118,0.876334149808,0.686003766893,11184.4836302,166.830737957,0.0212619312436,0.0507399577167,576,0.417340365898,0.671762024269,2.88805280849,0.942259576257,0.830519702855,5,0,"Stain4",NA,"SNU-119",15000,NA,"Plate21"
1,11,0,22,371.07158997,0.270207165267,370,161.271085625,0.83318388491,0.662252431156,12226.0526156,169.214590352,0.0196838559857,0.0594594594595,481,0.426830676987,0.681595198099,2.91184912377,0.945731302491,0.840774289021,5,0,"Stain4",NA,"SNU-119",15000,NA,"Plate21"
1,12,0,4,308.187105177,0.29291442515,122,125.040569621,0.746734087182,0.583756790397,12796.1265215,162.629950214,0.0159894979413,0.0327868852459,155,0.430693399932,0.679309607751,2.91283729523,0.940982955312,0.840905872763,5,0,"Stain4",NA,"SNU-119",15000,NA,"Plate21"
2,10,0,31,332.817281549,0.281274029376,299,184.580401797,0.899856758189,0.69192773596,11791.0440209,174.217411518,0.0396211576745,0.103678929766,283,0.466568498968,0.697780794144,2.97525737719,0.948006402061,0.875141895883,5,0,"Stain4",NA,"JHOS-2",15000,NA,"Plate21"
2,11,0,28,293.656746259,0.229614719176,264,201.193660662,0.903705313951,0.69569992178,12247.8626489,169.9719656,0.0344887491635,0.106060606061,259,0.45350259139,0.684523359642,2.97554043499,0.941759826691,0.864976750564,5,0,"Stain4",NA,"JHOS-2",15000,NA,"Plate21"
2,12,0,29,352.544404245,0.269167664026,242,196.688329198,0.932542842637,0.719749129297,12497.6466094,178.111555783,0.037934385534,0.119834710744,245,0.460103089303,0.694849797215,2.96940903639,0.939699757156,0.859400251337,5,0,"Stain4",NA,"JHOS-2",15000,NA,"Plate21"
3,10,0,15,317.44957927,0.302693915692,817,139.318534301,0.888659609078,0.650061579145,9889.09163749,156.705324056,0.0138964996836,0.0183598531212,1031,0.456608454801,0.66769842984,2.91787991812,0.946920447126,0.851707413181,5,0,"Stain4",NA,"Kuramochi",15000,NA,"Plate21"
3,11,0,7,237.481618523,0.226330410773,713,144.691963393,0.885757199829,0.651088350333,10060.6178753,154.147820682,0.0113665970183,0.00981767180926,959,0.451187009751,0.666836401215,2.901318332,0.946150752688,0.8489971768,5,0,"Stain4",NA,"Kuramochi",15000,NA,"Plate21"
3,12,0,7,274.027319185,0.283134675086,681,149.744990892,0.864586823749,0.639217315991,10007.4241681,153.935530679,0.0111508754946,0.0102790014684,901,0.459168781404,0.678282375674,2.91390896472,0.947130173103,0.84992298742,5,0,"Stain4",NA,"Kuramochi",15000,NA,"Plate21"
1,10,0,28,274.192320767,0.232382805744,557,105.061463199,0.740112460563,0.58116823701,10990.8894025,163.818936767,0.0264781437899,0.0502692998205,720,0.523574765768,0.723929109553,3.01526404364,0.960864315833,0.900194739968,5,0,"Stain4",NA,"TYK-nu",20000,NA,"Plate22"
1,11,0,28,270.965597933,0.23186707365,721,111.389654359,0.742229174177,0.591152319025,10032.5052327,161.034110123,0.0181651150314,0.0388349514563,890,0.529231441249,0.728736071062,3.02085881187,0.959615906241,0.898062257515,5,0,"Stain4",NA,"TYK-nu",20000,NA,"Plate22"
1,12,0,14,289.577084757,0.256414932395,276,112.019397193,0.772163019918,0.59706866272,11954.7427381,163.037561767,0.0223924122288,0.0507246376812,380,0.515849007322,0.716575791724,2.96750312256,0.955248169581,0.878188936996,5,0,"Stain4",NA,"TYK-nu",20000,NA,"Plate22"
2,10,0,6,252.698534887,0.251867442198,899,141.621747008,0.92094876367,0.717744452257,8059.36165601,153.629171856,0.0104117795235,0.00667408231368,909,0.506170770299,0.721168594042,3.02096269469,0.958384981531,0.896285306491,5,0,"Stain4",NA,"TYK-nu.CP-r",15000,NA,"Plate22"
2,11,0,7,267.958465984,0.270160302349,780,136.146968044,0.890959526741,0.690565772244,7404.61561499,153.056113113,0.00910981598554,0.00897435897436,772,0.523224732984,0.729043910297,3.03434883264,0.960424073326,0.903431382819,5,0,"Stain4",NA,"TYK-nu.CP-r",15000,NA,"Plate22"
2,12,0,10,313.749885928,0.215964837031,918,136.749831089,0.918427427126,0.728581756361,8352.3304931,152.876239452,0.0078158386896,0.0108932461874,946,0.518425679825,0.722181035968,3.01826242916,0.958688066105,0.897950120259,5,0,"Stain4",NA,"TYK-nu.CP-r",15000,NA,"Plate22"
